pred_id,line_idx,doc_id,chunk_id,subject,predicate,object,alignable,matched,gold_subject,gold_predicate,gold_object,overall_score,subject_score,relation_score,object_score,reason_for_novelty,legacy_reason
0,0,,,Business_Capability,defines,Organization_Ability,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
1,0,,,Business_Capability,is_similar_to,Stable_Organization_Wide_Function,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
2,0,,,Business_Capability,requires,Process,True,True,business capability,requires,process,1.0,1.0,1.0,1.0,,
3,0,,,Business_Capability,requires,System,False,False,,,,,,,,entity_mismatch,known_relation_but_object_not_allowed
4,0,,,Business_Capability,requires,Organizational_Structure,False,False,,,,,,,,entity_mismatch,known_relation_but_object_not_allowed
5,0,,,Internal_User,uses,Business_Capability,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_not_allowed
6,0,,,Business_Capability,informs,Cross_Functional_Needs,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
7,0,,,Business_Capability,provides,Common_Language,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
8,1,,,Business_Capability,provides,Concept,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
9,1,,,Business_Capability,requires,Technology,False,False,,,,,,,,entity_mismatch,known_relation_but_object_not_allowed
10,1,,,Business_Capability,requires,Resource,False,False,,,,,,,,entity_mismatch,known_relation_but_object_not_allowed
11,2,,,Business_Capability,defines,Organizational_Ability,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
12,2,,,Business_Capability,affects,Strategic_Planning,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
13,2,,,Business_Capability,affects,Capability_Mapping,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
14,2,,,Business_Capability,affects,IT_Alignment,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
