pred_id,line_idx,doc_id,chunk_id,subject,predicate,object,alignable,matched,gold_subject,gold_predicate,gold_object,overall_score,subject_score,relation_score,object_score,reason_for_novelty,legacy_reason
0,0,,,Business_Capability,defines,Organization_Ability,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
1,0,,,Business_Capability,defines,Stable_Organization_Wide_Function,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
2,0,,,Business_Capability,independentOf,Process,False,False,,,,,,,,unknown_relation,unknown_relation
3,0,,,Business_Capability,independentOf,System,False,False,,,,,,,,unknown_relation,unknown_relation
4,0,,,Business_Capability,independentOf,Organizational_Structure,False,False,,,,,,,,unknown_relation,unknown_relation
5,0,,,Enterprise_Architect,uses,Business_Capability,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_not_allowed
6,0,,,Business_Capability,defines,Cross_Functional_Needs,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
7,0,,,Business_Capability,provides,Common_Language,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
8,0,,,Common_Language,usedFor,Strategic_Planning,False,False,,,,,,,,unknown_relation,unknown_relation
9,0,,,Common_Language,usedFor,Transformation,False,False,,,,,,,,unknown_relation,unknown_relation
10,1,,,Business_Capability,provides,Common_Language_for_Strategic_Planning_and_Transformation,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
11,1,,,Business_Capability,requires,Technology,False,False,,,,,,,,entity_mismatch,known_relation_but_object_not_allowed
12,1,,,Business_Capability,requires,Resource,False,False,,,,,,,,entity_mismatch,known_relation_but_object_not_allowed
13,1,,,Business_Capability,forms,Foundational_Layer_in_Enterprise_Architecture,False,False,,,,,,,,unknown_relation,unknown_relation
14,1,,,Business_Capability,enables,Alignment_between_Business_Strategy_and_IT_Execution,False,False,,,,,,,,unknown_relation,unknown_relation
15,2,,,Business_Capability,hasCharacteristic,Stable,False,False,,,,,,,,unknown_relation,unknown_relation
16,2,,,Business_Capability,hasCharacteristic,Cross_Functional,False,False,,,,,,,,unknown_relation,unknown_relation
17,2,,,Business_Capability,hasCharacteristic,Independent_of_Process_or_System,False,False,,,,,,,,unknown_relation,unknown_relation
18,2,,,Business_Capability,usedFor,Strategic_Planning,False,False,,,,,,,,unknown_relation,unknown_relation
19,2,,,Business_Capability,usedFor,Capability_Mapping,False,False,,,,,,,,unknown_relation,unknown_relation
20,2,,,Business_Capability,usedFor,IT_Alignment,False,False,,,,,,,,unknown_relation,unknown_relation
21,3,,,Business_Capability,usedToDetermineClassificationOf,Software_Based_System,False,False,,,,,,,,unknown_relation,unknown_relation
22,3,,,Software_Based_System,classifiedAs,Business_Application,False,False,,,,,,,,unknown_relation,unknown_relation
23,3,,,Software_Based_System,classifiedAs,Technical_Component,False,False,,,,,,,,unknown_relation,unknown_relation
24,3,,,Capability_Map,usedFor,Analyzing_IT_Landscape_From_Business_Perspective,False,False,,,,,,,,unknown_relation,unknown_relation
25,4,,,Business_Capability,describes,Organizational_Ability,False,False,,,,,,,,unknown_relation,unknown_relation
26,4,,,Business_Process,describes,Execution_of_Business_Capability,False,False,,,,,,,,unknown_relation,unknown_relation
27,4,,,Business_Capability,distinctFrom,Business_Process,False,False,,,,,,,,unknown_relation,unknown_relation
28,5,,,Application,supports,Capability,False,False,,,,,,,,entity_mismatch,known_relation_but_subject_and_object_not_allowed
29,5,,,Application_Portfolio,optimizedBy,Capability,False,False,,,,,,,,unknown_relation,unknown_relation
30,6,,,Application_Support,trackedBy,Lifecycle,False,False,,,,,,,,unknown_relation,unknown_relation
31,6,,,Transition,plannedIn,Business_Unit,False,False,,,,,,,,unknown_relation,unknown_relation
32,6,,,Transition,plannedIn,Portfolio,False,False,,,,,,,,unknown_relation,unknown_relation
33,6,,,Investment,plannedIn,Business_Unit,False,False,,,,,,,,unknown_relation,unknown_relation
34,6,,,Investment,plannedIn,Portfolio,False,False,,,,,,,,unknown_relation,unknown_relation
35,6,,,Capability,linkedTo,Application,False,False,,,,,,,,unknown_relation,unknown_relation
36,6,,,Capability,linkedTo,Corporate_Goal,False,False,,,,,,,,unknown_relation,unknown_relation
